name,full_location_name,country,country_clean,state_province,region_detail,latitude,longitude,timezone,skill_level_min,skill_level_max,primary_airport_iata,region_major,slug,active,nearest_city,nearest_city_distance_km,hotellook_city_id,hotellook_city_name,hotellook_city_distance_km
Pickop's Point,"Pickop's Point, Guam","Micronesia, Guam",Micronesia,,Guam,13.34051799,144.7730255,UTC,intermediate,advanced,GUM,Other,pickop-s-point-guam-micronesia,TRUE,,,,,
Picnic Bay,"Picnic Bay, VIC, Wilson Promentary","Australia, VIC, Wilson Promentary",Australia,VIC,Wilson Promentary,-39.01845015,146.2915421,Australia/Sydney,beginner,intermediate,WHL,Oceania,picnic-bay-vic-wilson-promentary-australia,TRUE,,,,,
Pico Alto,"Pico Alto, Lima","Peru, Lima",Peru,,Lima,-12.33405906,-76.83302522,UTC,advanced,advanced,LIM,South America,pico-alto-lima-peru,TRUE,,,,,
Pico da mina,"Pico da mina, North Beira","Portugal, North Beira",Portugal,,North Beira,40.18236523,-8.909021616,Europe/Lisbon,intermediate,advanced,VSE,Europe,pico-da-mina-north-beira-portugal,TRUE,,,,,
Pico das Almas,"Pico das Almas, Ceara","Brazil, Ceara",Brazil,,Ceara,-3.605082727,-38.76199722,America/Sao_Paulo,intermediate,advanced,FOR,South America,pico-das-almas-ceara-brazil,TRUE,,,,,
Pico de Matinhos,"Pico de Matinhos, Parana","Brazil, Parana",Brazil,,Parana,-25.81781764,-48.52970123,America/Sao_Paulo,intermediate,advanced,PNG,South America,pico-de-matinhos-parana-brazil,TRUE,,,,,
Pico Grande,"Pico Grande, Guanacaste","Costa Rica, Guanacaste",Costa Rica,,Guanacaste,10.30276974,-85.84113836,UTC,intermediate,advanced,TNO,Central America,pico-grande-guanacaste-costa-rica,TRUE,,,,,
pico hambre,pico hambre,Ecuador,Ecuador,,,-2.643708771,-80.42451382,UTC,beginner,intermediate,SNC,Other,pico-hambre-ecuador,TRUE,,,,,
Picoto,"Picoto, South","Argentina, South",Argentina,,South,-41.06175061,-62.84866333,UTC,beginner,intermediate,VDM,Other,picoto-south-argentina,TRUE,Municipio de Viedma,0,,,
Pie De Gigante Point,Pie De Gigante Point,Nicaragua,Nicaragua,,,11.3838665,-86.03711128,UTC,intermediate,advanced,ECI,Other,pie-de-gigante-point-nicaragua,TRUE,Tola,0,12267,Tola,26.6
piedra del lobo,"piedra del lobo, Antofagasta","Chile, Antofagasta",Chile,,Antofagasta,-23.62439457,-70.39834142,UTC,intermediate,advanced,ANF,South America,piedra-del-lobo-antofagasta-chile,TRUE,,,,,
Piedras negras,Piedras negras,Venezuela,Venezuela,,,11.06007354,-63.81724119,UTC,beginner,intermediate,PMV,Other,piedras-negras-venezuela,TRUE,Parroquia Arismendi,0,4252,Caraballeda,15.1
Pier,"Pier, South East Port Elizabeth","South Africa, South East Port Elizabeth",South Africa,,South East Port Elizabeth,-33.97966193,25.65900922,Africa/Johannesburg,intermediate,advanced,PLZ,Africa,pier-south-east-port-elizabeth-south-africa,TRUE,Gqeberha,0,,,
Píer da Petrobras,"Píer da Petrobras, Santa Catarina","Brazil, Santa Catarina",Brazil,,Santa Catarina,-26.21738715,-48.5005188,America/Sao_Paulo,intermediate,advanced,JOI,South America,pier-da-petrobras-santa-catarina-brazil,TRUE,,,,,
Pier de Mongaguá,"Pier de Mongaguá, Sao Paulo South Coast","Brazil, Sao Paulo South Coast",Brazil,,Sao Paulo South Coast,-24.09571757,-46.61855221,America/Sao_Paulo,beginner,intermediate,JTN,South America,pier-de-mongagua-sao-paulo-south-coast-brazil,TRUE,Mongaguá,0,1473122,Mongagua,0.4
Pier one,"Pier one, Hawaii","USA, Hawaii",USA,,Hawaii,20.90263765,-156.4634657,America/Los_Angeles,intermediate,advanced,OGG,North America,pier-one-hawaii-usa,TRUE,Maui County,0,30429,Maui Island,37.0
Piere de Lisse,Piere de Lisse,Senegal,Senegal,,,14.59155758,-17.14553833,UTC,beginner,intermediate,DSS,Other,piere-de-lisse-senegal,TRUE,Communauté rurale de Yenne,0,1473169,Toubab Dialaw,1.7
pierre and friends,pierre and friends,Lebanon,Lebanon,,,34.21252082,35.64859629,UTC,intermediate,advanced,BEY,Other,pierre-and-friends-lebanon,TRUE,,,,,
Pierson's,"Pierson's, Hawaii, Oahu","USA, Hawaii, Oahu",USA,Hawaii,Oahu,21.58393982,-158.1987476,America/Los_Angeles,intermediate,advanced,HDH,North America,pierson-s-hawaii-oahu-usa,TRUE,Honolulu County,0,23374,Honolulu,1.9
Pigeon Point,Pigeon Point,St Lucia,St Lucia,,,14.09380109,-60.96007705,UTC,beginner,intermediate,SLU,Other,pigeon-point-st-lucia,TRUE,,,,,
Piha,"Piha, New Zealand NI, West Coast Auckland","New Zealand, New Zealand NI, West Coast Auckland",New Zealand,New Zealand NI,West Coast Auckland,-36.95606487,174.4673538,Pacific/Auckland,intermediate,advanced,AKL,Oceania,piha-new-zealand-ni-west-coast-auckland-new-zealand,TRUE,Waitākere Ranges,0,,,
pik,pik,Israel,Israel,,,32.80708836,34.95562077,UTC,beginner,intermediate,HFA,Other,pik-israel,TRUE,Haifa,0,2972,Haifa,2.4
Pillar Point,"Pillar Point, North West, Washington","USA, North West, Washington",USA,North West,Washington,48.20259588,-124.0960693,America/Los_Angeles,intermediate,advanced,CLM,North America,pillar-point-north-west-washington-usa,TRUE,Clallam County,0,,,
Pinamar,"Pinamar, North","Argentina, North",Argentina,,North,-37.12350697,-56.86102867,UTC,beginner,intermediate,VLG,Other,pinamar-north-argentina,TRUE,,,,,
Pine Cay,"Pine Cay, Pine Cay","Turks   Caicos, Pine Cay",Turks   Caicos,,Pine Cay,21.86362958,-72.11074948,UTC,beginner,intermediate,PIC,Other,pine-cay-pine-cay-turks-caicos,TRUE,,,,,
Pine Grove,Pine Grove,Puerto Rico,Puerto Rico,,,18.44444869,-66.01117015,UTC,beginner,intermediate,SJU,Other,pine-grove-puerto-rico,TRUE,Río Piedras,0,,,
Pine Trees,"Pine Trees, Hawaii, Hawaii Island","USA, Hawaii, Hawaii Island",USA,Hawaii,Hawaii Island,19.69511224,-156.0453254,America/Los_Angeles,intermediate,advanced,KOA,North America,pine-trees-hawaii-hawaii-island-usa,TRUE,Hawaiʻi County,0,30426,Hawaii Island,51.3
Pines,"Pines, NSW, Central","Australia, NSW, Central",Australia,NSW,Central,-33.46867627,151.4351553,Australia/Sydney,beginner,intermediate,LBH,Oceania,pines-nsw-central-australia,TRUE,Gosford,0,5303,Gosford,9.1
Pines,"Pines, New Zealand NI, East Cape","New Zealand, New Zealand NI, East Cape",New Zealand,New Zealand NI,East Cape,-38.67790503,178.0816948,Pacific/Auckland,beginner,intermediate,GIS,Oceania,pines-new-zealand-ni-east-cape-new-zealand,TRUE,Gisborne,0,4558,Gisborne,8.1
Pink rocks,"Pink rocks, NSW, Far South","Australia, NSW, Far South",Australia,NSW,Far South,-35.85531791,150.1916027,Australia/Sydney,intermediate,advanced,MYA,Oceania,pink-rocks-nsw-far-south-australia,TRUE,,,,,
Pipa,"Pipa, Rio Grande Do Norte","Brazil, Rio Grande Do Norte",Brazil,,Rio Grande Do Norte,-6.227699289,-35.04462719,America/Sao_Paulo,beginner,intermediate,NAT,South America,pipa-rio-grande-do-norte-brazil,TRUE,Tibau do Sul,0,6486,Tibau Do Sul,6.9
Pipe,"Pipe, California, LA County","USA, California, LA County",USA,California,LA County,33.92308211,-118.433969,America/Los_Angeles,intermediate,advanced,LAX,North America,pipe-california-la-county-usa,TRUE,Los Angeles,0,17234,Los Angeles,78.5
Pipeline,"Pipeline, Hawaii, Oahu","USA, Hawaii, Oahu",USA,Hawaii,Oahu,21.66784799,-158.0505717,America/Los_Angeles,advanced,advanced,HDH,North America,pipeline-hawaii-oahu-usa,TRUE,Honolulu County,0,23374,Honolulu,1.9
Pipes,Pipes,Nicaragua,Nicaragua,,,12.17304167,-86.76578611,UTC,intermediate,advanced,MGA,Other,pipes-nicaragua,TRUE,Nagarote,0,1489472,Las Penitas,46.2
Pipes & Turbos,"Pipes & Turbos, California, LA County","USA, California, LA County",USA,California,LA County,33.78263407,-118.422972,America/Los_Angeles,intermediate,advanced,TOA,North America,pipes-turbos-california-la-county-usa,TRUE,Palos Verdes Estates,0,,,
Pipes - San elijo state beach,"Pipes - San elijo state beach, California, San Diego County","USA, California, San Diego County",USA,California,San Diego County,33.02580126,-117.2878826,America/Los_Angeles,beginner,intermediate,CLD,North America,pipes-san-elijo-state-beach-california-san-diego-county-usa,TRUE,Encinitas,0,17118,Encinitas,3.3
Pippies,"Pippies, NSW, North","Australia, NSW, North",Australia,NSW,North,-29.44916483,153.3657074,Australia/Sydney,beginner,intermediate,EVH,Oceania,pippies-nsw-north-australia,TRUE,,,,,
Piqueros,Piqueros,Ecuador,Ecuador,,,-1.597788627,-80.84564209,UTC,intermediate,advanced,JIP,Other,piqueros-ecuador,TRUE,Parroquia Salango,0,1513317,Cuatro Hermanas,71.8
Pirata or Ponta do Levante,"Pirata or Ponta do Levante, Algarve","Portugal, Algarve",Portugal,,Algarve,37.09061637,-8.399991989,Europe/Lisbon,intermediate,advanced,PRM,Europe,pirata-or-ponta-do-levante-algarve-portugal,TRUE,Lagoa,0,4798,Lagoa,6.6
Piratininga,"Piratininga, Rio de Janeiro City","Brazil, Rio de Janeiro City",Brazil,,Rio de Janeiro City,-22.95469853,-43.09567451,America/Sao_Paulo,beginner,intermediate,SDU,South America,piratininga-rio-de-janeiro-city-brazil,TRUE,,,,,
Pirawadi,"Pirawadi, North-West","India, North-West",India,,North-West,16.19938023,73.43450654,UTC,intermediate,advanced,SDW,Other,pirawadi-north-west-india,TRUE,,,,,
Piscinas,"Piscinas, Sicily Sardinia","Italy, Sicily Sardinia",Italy,,Sicily Sardinia,39.52138955,8.431148529,UTC,beginner,intermediate,FNU,Europe,piscinas-sicily-sardinia-italy,TRUE,,,,,
Piscinas,"Piscinas, North","Peru, North",Peru,,North,-4.445596377,-81.27608299,UTC,beginner,intermediate,TYL,South America,piscinas-north-peru,TRUE,Talara,0,12058,Talara,11.7
Pismo Beach,"Pismo Beach, California, San Luis Obispo","USA, California, San Luis Obispo",USA,California,San Luis Obispo,35.13826516,-120.6446886,America/Los_Angeles,beginner,intermediate,SBP,North America,pismo-beach-california-san-luis-obispo-usa,TRUE,Pismo Beach,0,17324,Pismo Beach,0.6
Piss head's,"Piss head's, WA, Perth City, Rottnest-Island","Australia, WA, Perth City, Rottnest-Island",Australia,WA,"Perth City, Rottnest-Island",-32.02037532,115.4920578,Australia/Sydney,beginner,intermediate,RTS,Oceania,piss-head-s-wa-perth-city-rottnest-island-australia,TRUE,City of Cockburn,0,,,
Pissouri,Pissouri,Cyprus,Cyprus,,,34.64824905,32.71857262,UTC,intermediate,advanced,PFO,Other,pissouri-cyprus,TRUE,Pissouri,0,1418379,Pissouri,2.7
Pitangueiras,"Pitangueiras, Sao Paulo North Coast","Brazil, Sao Paulo North Coast",Brazil,,Sao Paulo North Coast,-24.03643072,-45.84594727,America/Sao_Paulo,intermediate,advanced,SSZ,South America,pitangueiras-sao-paulo-north-coast-brazil,TRUE,,,,,
Pitangueiras Beach,"Pitangueiras Beach, Sao Paulo South Coast","Brazil, Sao Paulo South Coast",Brazil,,Sao Paulo South Coast,-24.00093565,-46.26076698,America/Sao_Paulo,intermediate,advanced,SSZ,South America,pitangueiras-beach-sao-paulo-south-coast-brazil,TRUE,Guarujá,0,6372,Guaruja,1.0
Pitas Point,"Pitas Point, California, Ventura","USA, California, Ventura",USA,California,Ventura,34.31726756,-119.3899083,America/Los_Angeles,intermediate,advanced,OXR,North America,pitas-point-california-ventura-usa,TRUE,Ventura County,0,17463,Ventura,3.4
Pitstops,"Pitstops, Mentawai","Indonesia, Mentawai",Indonesia,,Mentawai,-1.831743935,99.25297737,Asia/Jakarta,advanced,advanced,RKI,Asia,pitstops-mentawai-indonesia,TRUE,,,,,
Pitta Street,"Pitta Street, QLD, Sunshine Coast","Australia, QLD, Sunshine Coast",Australia,QLD,Sunshine Coast,-26.49859426,153.0971432,Australia/Sydney,beginner,intermediate,NSV,Oceania,pitta-street-qld-sunshine-coast-australia,TRUE,,,,,
pitzmah (clazo's ledge),"pitzmah (clazo's ledge), Cape Town","South Africa, Cape Town",South Africa,,Cape Town,-34.12304066,18.45493376,Africa/Johannesburg,advanced,advanced,CPT,Africa,pitzmah-clazo-s-ledge-cape-town-south-africa,TRUE,,,,,
Pizo,Pizo,Madeira,Madeira,,,32.64423195,-16.96928501,UTC,intermediate,advanced,FNC,Other,pizo-madeira,TRUE,,,,,
PJ,"PJ, NSW, Central","Australia, NSW, Central",Australia,NSW,Central,-33.52679059,151.3947076,Australia/Sydney,intermediate,advanced,LBH,Oceania,pj-nsw-central-australia,TRUE,Gosford,0,5303,Gosford,9.1
PK's,"PK's, Hawaii, Kauai","USA, Hawaii, Kauai",USA,Hawaii,Kauai,21.88076479,-159.4756293,America/Los_Angeles,intermediate,advanced,PAK,North America,pk-s-hawaii-kauai-usa,TRUE,Kauaʻi County,0,23766,Kapaa,8.2
PK15,"PK15, Tahiti","French Polynesia, Tahiti",French Polynesia,,Tahiti,-17.50791826,-149.4392002,UTC,advanced,advanced,PPT,Oceania,pk15-tahiti-french-polynesia,TRUE,,,,,
Plage de Mayarco,"Plage de Mayarco, Basque Country","France, Basque Country",France,,Basque Country,43.41906221,-1.62632525,Europe/Paris,beginner,intermediate,BIQ,Europe,plage-de-mayarco-basque-country-france,TRUE,,,,,
Plage des Casernes,"Plage des Casernes, Landes","France, Landes",France,,Landes,43.72310272,-1.43307209,Europe/Paris,beginner,intermediate,BIQ,Europe,plage-des-casernes-landes-france,TRUE,Seignosse,0,15774,Seignosse,6.4
Plage des Granges,"Plage des Granges, Vendee","France, Vendee",France,,Vendee,46.58458603,-1.851711273,Europe/Paris,beginner,intermediate,LSO,Europe,plage-des-granges-vendee-france,TRUE,,,,,
Plage Mordjane,Plage Mordjane,Algeria,Algeria,,,36.89842998,8.430161476,UTC,intermediate,advanced,TBJ,Other,plage-mordjane-algeria,TRUE,,,,,
Plage valentin,"Plage valentin, Vendee","France, Vendee",France,,Vendee,47.27934546,-2.496600151,Europe/Paris,beginner,intermediate,LBY,Europe,plage-valentin-vendee-france,TRUE,,,,,
Plaice Cove,"Plaice Cove, North East, Southern New England","USA, North East, Southern New England",USA,North East,Southern New England,42.94659085,-70.78671455,America/Los_Angeles,beginner,intermediate,PSM,North America,plaice-cove-north-east-southern-new-england-usa,TRUE,Hampton,0,22718,Hampton,9.2
Plantations,Plantations,Sri Lanka,Sri Lanka,,,5.961504747,80.39651424,UTC,intermediate,advanced,KCT,Asia,plantations-sri-lanka,TRUE,,,,,
Platja de Sant Pol,"Platja de Sant Pol, Mediterranean","Spain, Mediterranean",Spain,,Mediterranean,41.79012885,3.047976494,Europe/Madrid,beginner,intermediate,GRO,Europe,platja-de-sant-pol-mediterranean-spain,TRUE,Sant Feliu de Guíxols,0,4019,Sant Feliu de Guixols,1.4
Playa (Sicily),"Playa (Sicily), Sicily","Italy, Sicily",Italy,,Sicily,37.46943833,15.08543015,UTC,beginner,intermediate,CTA,Europe,playa-sicily-sicily-italy,TRUE,Catania,0,23402,Catania,3.6
Playa 3 Peñas,"Playa 3 Peñas, Sur","Chile, Sur",Chile,,Sur,-35.82538164,-72.61250496,UTC,intermediate,advanced,ZLR,South America,playa-3-penas-sur-chile,TRUE,,,,,
Playa Amarilla,"Playa Amarilla, Central Santiago","Chile, Central Santiago",Chile,,Central Santiago,-32.92260953,-71.525985,UTC,beginner,intermediate,KNA,South America,playa-amarilla-central-santiago-chile,TRUE,,,,,
Playa Amarillo,Playa Amarillo,Nicaragua,Nicaragua,,,11.39808616,-86.03814125,UTC,beginner,intermediate,ECI,Other,playa-amarillo-nicaragua,TRUE,Tola,0,12267,Tola,26.6
playa anchorena,"playa anchorena, North","Argentina, North",Argentina,,North,-34.48521119,-58.48035336,UTC,beginner,intermediate,AEP,Other,playa-anchorena-north-argentina,TRUE,,,,,
Playa Areas - Los Muertos,"Playa Areas - Los Muertos, Galicia","Spain, Galicia",Spain,,Galicia,42.39112747,-8.777561188,Europe/Madrid,beginner,intermediate,VGO,Europe,playa-areas-los-muertos-galicia-spain,TRUE,Sanxenxo,0,4003,Sangenjo,3.4
PLAYA ARENA,"PLAYA ARENA, Tenerife","Canary, Tenerife",Canary,,Tenerife,28.37130064,-16.87109202,UTC,beginner,intermediate,TFS,Other,playa-arena-tenerife-canary,TRUE,Buenavista del Norte,0,24027,Buenavista Del Norte,2.0
Playa Avellana,"Playa Avellana, Guanacaste","Costa Rica, Guanacaste",Costa Rica,,Guanacaste,10.22806772,-85.8375603,UTC,beginner,intermediate,TNO,Central America,playa-avellana-guanacaste-costa-rica,TRUE,Tamarindo,0,25465,Tamarindo,0.9
playa bagdad,"playa bagdad, Gulf","Mexico, Gulf",Mexico,,Gulf,25.83419634,-97.15484619,America/Mexico_City,beginner,intermediate,BRO,North America,playa-bagdad-gulf-mexico,TRUE,Matamoros,0,4437,Matamoros,35.0
Playa Bejuca,"Playa Bejuca, Pacific South","Costa Rica, Pacific South",Costa Rica,,Pacific South,9.512386257,-84.41911697,UTC,beginner,intermediate,XQP,Central America,playa-bejuca-pacific-south-costa-rica,TRUE,,,,,
Playa blanca,"Playa blanca, Fuerte Ventura","Canary, Fuerte Ventura",Canary,,Fuerte Ventura,28.47450093,-13.86579752,UTC,beginner,intermediate,FUE,Other,playa-blanca-fuerte-ventura-canary,TRUE,Puerto del Rosario,0,23634,Puerto del Rosario,2.9
Playa Blanca,"Playa Blanca, Antofagasta","Chile, Antofagasta",Chile,,Antofagasta,-26.23630374,-70.65444946,UTC,intermediate,advanced,CNR,South America,playa-blanca-antofagasta-chile,TRUE,,,,,
Playa Blanca,"Playa Blanca, Sur","Chile, Sur",Chile,,Sur,-37.07140932,-73.14941883,UTC,intermediate,advanced,CCP,South America,playa-blanca-sur-chile,TRUE,,,,,
Playa Bonita,"Playa Bonita, Gulf, Isla-do-cozumel","Mexico, Gulf, Isla-do-cozumel",Mexico,Gulf,Isla-do-cozumel,20.3460051,-86.9052887,America/Mexico_City,beginner,intermediate,CZM,North America,playa-bonita-gulf-isla-do-cozumel-mexico,TRUE,,,,,
Playa Brueha,"Playa Brueha, Sinaloa-Nayarit","Mexico, Sinaloa-Nayarit",Mexico,,Sinaloa-Nayarit,23.30355161,-106.4918518,America/Mexico_City,beginner,intermediate,MZT,North America,playa-brueha-sinaloa-nayarit-mexico,TRUE,Mazatlán,0,4439,Mazatlan,3.9
Playa Canoa,Playa Canoa,Curacao,Curacao,,,12.17610189,-68.86494398,UTC,beginner,intermediate,CUR,Other,playa-canoa-curacao,TRUE,,,,,
Playa cocles,"Playa cocles, Caribbean","Costa Rica, Caribbean",Costa Rica,,Caribbean,9.651579648,-82.73795128,UTC,beginner,intermediate,CHX,Central America,playa-cocles-caribbean-costa-rica,TRUE,Cahuita,0,1467142,Cahuita,9.4
Playa Coyote,"Playa Coyote, Guanacaste","Costa Rica, Guanacaste",Costa Rica,,Guanacaste,9.789587814,-85.28274536,UTC,intermediate,advanced,PBP,Central America,playa-coyote-guanacaste-costa-rica,TRUE,,,,,
Playa cueva,"Playa cueva, Asturias","Spain, Asturias",Spain,,Asturias,43.5498856,-6.472835541,Europe/Madrid,beginner,intermediate,OVD,Europe,playa-cueva-asturias-spain,TRUE,Valdés,0,4164,Valencia,89.9
Playa de Carraspio,"Playa de Carraspio, Pais Vasco","Spain, Pais Vasco",Spain,,Pais Vasco,43.36381535,-2.493724823,Europe/Madrid,intermediate,advanced,BIO,Europe,playa-de-carraspio-pais-vasco-spain,TRUE,,,,,
Playa de Esquinzo,"Playa de Esquinzo, Fuerte Ventura","Canary, Fuerte Ventura",Canary,,Fuerte Ventura,28.63575071,-14.02656913,UTC,beginner,intermediate,FUE,Other,playa-de-esquinzo-fuerte-ventura-canary,TRUE,La Oliva,0,23631,La Oliva,16.6
Playa de Famara,"Playa de Famara, Lanzarote","Canary, Lanzarote",Canary,,Lanzarote,29.12614741,-13.53876114,UTC,intermediate,advanced,ACE,Other,playa-de-famara-lanzarote-canary,TRUE,,,,,
Playa de Gros,"Playa de Gros, Pais Vasco","Spain, Pais Vasco",Spain,,Pais Vasco,43.3268323,-1.975886822,Europe/Madrid,intermediate,advanced,EAS,Europe,playa-de-gros-pais-vasco-spain,TRUE,,,,,
Playa de la Andrin,"Playa de la Andrin, Asturias","Spain, Asturias",Spain,,Asturias,43.4107607,-4.708585739,Europe/Madrid,beginner,intermediate,SDR,Europe,playa-de-la-andrin-asturias-spain,TRUE,,,,,
Playa de La Concha,"Playa de La Concha, Cantabria","Spain, Cantabria",Spain,,Cantabria,43.43620249,-4.041445255,Europe/Madrid,beginner,intermediate,SDR,Europe,playa-de-la-concha-cantabria-spain,TRUE,,,,,
playa de mujer,"playa de mujer, Fuerte Ventura","Canary, Fuerte Ventura",Canary,,Fuerte Ventura,28.57171763,-14.04877782,UTC,beginner,intermediate,FUE,Other,playa-de-mujer-fuerte-ventura-canary,TRUE,,,,,
Playa de Noja,"Playa de Noja, Cantabria","Spain, Cantabria",Spain,,Cantabria,43.49166978,-3.528285027,Europe/Madrid,beginner,intermediate,SDR,Europe,playa-de-noja-cantabria-spain,TRUE,Noja,0,3798,Noja,0.5
Playa de Salinas,"Playa de Salinas, Fuerte Ventura","Canary, Fuerte Ventura",Canary,,Fuerte Ventura,28.05077288,-14.35569763,UTC,beginner,intermediate,FUE,Other,playa-de-salinas-fuerte-ventura-canary,TRUE,Pájara,0,23633,Pajara,18.8
Playa de Vega,"Playa de Vega, Asturias","Spain, Asturias",Spain,,Asturias,43.48176057,-5.142288208,Europe/Madrid,beginner,intermediate,OVD,Europe,playa-de-vega-asturias-spain,TRUE,,,,,
Playa de Vidiago,"Playa de Vidiago, Asturias","Spain, Asturias",Spain,,Asturias,43.40138389,-4.652173519,Europe/Madrid,beginner,intermediate,SDR,Europe,playa-de-vidiago-asturias-spain,TRUE,,,,,
